word,pronunciation,translation,part_of_speech,country,level,audio_url
branch,,ветвь,verb,,B1,
brand-new,,совершенно новый,adjective,,B1,
brass,/bɹɑːs/,латунь,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/brass-us.mp3
brave,/bɹeɪv/,храбрый,adjective,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/brave-us.mp3
bravely,/ˈbɹeɪvli/,смело,adverb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bravely-us.mp3
bravery,/ˈbɹeɪvəɹi/,храбрость,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bravery-us.mp3
breakable,/ˈbɹeɪkəbl/,хрупкий,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/breakable.mp3
breakup,/ˈbɹeɪkʌp/,расставаться,noun,,B2,
breathless,/ˈbɹɛθləs/,задыхающийся,adjective,,B1,
breathtaking,/ˈbɹɛθˌteɪ.kɪŋ/,захватывающий дух,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/breathtaking-us.mp3
breeding,/ˈbɹiːdɪŋ/,разведение,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/breeding-uk.mp3
breeze,/bɹiːz/,ветер,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/breeze-au.mp3
breezy,/ˈbɹiːzi/,свежий,adjective,,B2,
brewery,/ˈbɹuːəɹi/,пивоварня,noun,,B2,
brightly,/ˈbɹaɪtli/,ярко,adverb,,B1,
brilliantly,,блестяще,adverb,,B2,
broaden,,расширять,verb,,B2,
broccoli,/ˈbɹɒ.kə.li/,брокколи,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/broccoli-us.mp3
brochure,/ˈbɹəʊ.ʃə(ɹ)/,брошюра,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/brochure-us.mp3
bronze,/bɹɒnz/,бронза,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bronze-au.mp3
brotherhood,/ˈbɹʌðəhʊd/,братство,noun,,B1,
brother-in-law,/ˈbɹʌðɚ ɪn ˌlɑ/,шурин,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/brother-in-law-us.mp3
browse,/bɹaʊz/,просматривать,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/browse-us.mp3
bruise,/bɹuːz/,синяк,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bruise-us.mp3
bucket,/ˈbʌkɪt/,ведро,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/bucket-us.mp3
bud,/bʌd/,бутон,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bud-us.mp3
budget,/ˈbʌdʒ.ɪt/,бюджет,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/budget-us.mp3
builder,/ˈbɪl.də/,строитель,noun,,B1,
bulb,/bʌlb/,лампочка,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/bulb-us.mp3
bulimia,/bjuˈlimi.ə/,булимия,noun,,B2,
bull,/ˈbʊl/,бык,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bull-us.mp3
bulletin,/ˈbʊlətɪn/,бюллетень,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bulletin-uk.mp3
bully,/ˈbʊli/,терроризировать,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bully-us.mp3
bum,/bʌm/,бездельничать,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bum-au.mp3
bump,/bʌmp/,ударяться,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bump-au.mp3
bumper,/ˈbʌmpə(ɹ)/,бампер,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bumper-au.mp3
bun,/bʌn/,булочка,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/bun-au.mp3
burden,/ˈbɜːdn/,груз,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/burden-1-us.mp3
burdensome,/ˈbəː.dən.səm/,обременительный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/burdensome-au.mp3
bureau,/ˈbjʊɹ.oʊ/,бюро,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bureau-us.mp3
burger,/ˈbɜː(ɹ)ɡə(ɹ)/,бургер,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/burger-uk.mp3
burglar,/ˈbɜːɡlə(ɹ)/,грабитель,noun,,B1,
burglary,/ˈbɜː(ɹ)ɡləɹi/,ограбление,noun,,B2,
burgle,/ˈbɜːɡəl/,грабить,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/burgle-au.mp3
burning,/bɜːnɪŋ/,горящий,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/burning-us.mp3
bus station,,автовокзал,noun,,A2,
bus stop,,автобусная остановка,noun,,A2,
businesswoman,,деловая женщина,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/businesswoman-us.mp3
bust,/ˈbʌst/,бюст,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/bust-au.mp3
bustle,/ˈbʌsəl/,суета,verb,,B2,
bustling,,шумный,adjective,,B2,
butcher,/ˈbʊtʃ.ə(ɹ)/,мясник,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/butcher-us.mp3
butcher,/ˈbʊtʃ.ə(ɹ)/,мясник,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/butcher-us.mp3
butterfly,/ˈbʌtə(ɹ)flaɪ/,бабочка,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/butterfly-au.mp3
buyer,/ˈbaɪ.ə(ɹ)/,покупатель,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/buyer-us.mp3
buzz,/bʌz/,гул,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/buzz-us.mp3
buzz,/bʌz/,гул,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/buzz-us.mp3
bye,/baɪ/,пока,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/bye-au.mp3
cab,/kæb/,такси,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/cab-us.mp3
cabbage,/ˈkæbɪdʒ/,капуста,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/cabbage-uk.mp3
cafe/café,/ˈkæfeɪ/,кафе,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/cafe-us.mp3
cafeteria,,столовая,noun,,A2,
cage,/keɪdʒ/,клетка,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/cage-us.mp3
calculator,/kæl.kjə.leɪ.təɹ/,калькулятор,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/calculator-us.mp3
calendar,/ˈkæl.ən.də/,календарь,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/calendar-us.mp3
calf,/kæf/,теленок,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/calf-us.mp3
caller,/ˈkɔːlə/,звонящий,noun,,B1,
calmly,/ˈkɑː(ɹ)m.li/,спокойно,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/calmly-us.mp3
calmness,/ˈkɑːmnəs/,спокойствие,noun,,B1,
camel,/ˈkæməl/,верблюд,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/camel-1-au.mp3
campsite,,кемпинг,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/campsite-us.mp3
can,/ˈkæn/,может,modal auxiliary,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/can-1-us-stressed.mp3
can,/ˈkæn/,может,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/can-1-us-stressed.mp3
cane,[kʰeɪn],трость,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cane-us.mp3
canned,/kænd/,консервированный,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/canned-au.mp3
cannonball,,пушечное ядро,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cannonball-us.mp3
canon,/ˈkæn.ən/,канон,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/canon-1-uk.mp3
canteen,/kænˈtiːn/,столовая,noun,,B1,
capital letter,,заглавная буква,noun,,A2,
capsule,/ˈkæpsjuːl/,капсула,noun,,B1,
caption,/ˈkæp.ʃən/,подпись,noun,,B2,
captive,/ˈkæptɪv/,пленник,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/captive-us.mp3
car park,/ˈkɑːpɑːk/,автостоянка,noun,,A2,
caravan,/ˈkæɹəvæn/,караван,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/caravan-au.mp3
carbon dioxide,,углекислый газ,noun,,B2,
carbon footprint,,углеродный след,noun,,B2,
carbon monoxide,,окись углерода,noun,,B2,
cardboard,/ˈkɑːdbɔːd/,картон,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cardboard-us.mp3
cardigan,/ˈkɑːdɪɡən/,кардиган,noun,,B2,
carefree,/ˈkɛəfɹiː/,беззаботный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/carefree-us.mp3
careless,/ˈkɛələs/,беспечный,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/careless-us.mp3
carelessly,/ˈkɛələsli/,небрежно,adverb,,B1,
carelessness,/ˈkɛələsnəs/,небрежность,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/carelessness-us.mp3
caring,/ˈkɛə.ɹɪŋ/,заботливый,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/caring-us.mp3
carnival,/kɑɹnəˈvɑl/,карнавал,noun,,B2,
carpool,,автобаза,noun,,B2,
carton,/ˈkɑːtn̩/,коробка,noun,,B1,
cascade,/kæsˈkeɪd/,каскад,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cascade-au.mp3
cashpoint,,банкомат,noun,,B1,
cassette,/kæˈsɛt/,кассета,noun,,A2,
casual,/ˈkɛʒɘl/,,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/casual-au.mp3
casually,,случайно,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/casually-us.mp3
catalog/catalogue,,каталог,noun,,B2,
catalyst,/ˈkæt.əl.ɪst/,катализатор,noun,,B2,
catastrophe,/kəˈtæstɹəfi/,катастрофа,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/catastrophe-us.mp3
catastrophic,/kætəˈstɹɒfɪk/,катастрофический,adjective,,B2,
catchy,/ˈkætʃi/,запоминающийся,adjective,,B2,
categorization/categorisation,,категоризация,noun,,B2,
categorize/categorise,,классифицировать,verb,,B1,
catering,/ˈkeɪt(ə)ɹɪŋ/,кейтеринг,noun,,B2,
cathedral,/kəˈθiː.dɹəl/,собор,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cathedral-us.mp3
CD player,,CD-плеер,noun,,A1,
CD-ROM,,компакт-диск,noun,,B1,
cellar,/ˈsɛlə(ɹ)/,подвал,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cellar-au.mp3
cellist,/ˈt͡ʃɛlɪst/,виолончелист,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cellist-us.mp3
cello,/ˈtʃɛləʊ/,виолончель,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cello-1-us.mp3
center/centre,/ˈsɛn.tə(ɹ)/,центр,noun,,A2,
centigrade,,стоградусный,noun,,B2,
centimeter/centimetre,,сантиметр,noun,,A2,
central heating,,центральное отопление,noun,,B1,
cereal,[ˈsɪəɹiːəɫ],злак,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/cereal-us.mp3
certification,/ˌsɜːtɪfɪˈkeɪʃən/,сертификация,noun,,B2,
certify,,сертифицировать,verb,,B2,
champagne,/ʃæmˈpeɪn/,шампанское,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/champagne-au.mp3
chancellor,/ˈtʃɑːnslə/,канцлер,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/chancellor-au.mp3
chaotic,/keɪˈɒtɪk/,хаотичный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/chaotic-uk.mp3
characterize/characterise,/ˈkæɹəktəɹaɪz/,характеризовать,verb,,B1,
chariot,/ˈt͡ʃæɹɪət/,колесница,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/chariot-us.mp3
chat show,,ток-шоу,noun,,B1,
check-in counter/check-in,,стойка регистрации,noun,,B1,
check-in desk/check-in,,стойка регистрации,noun,,B1,
checkout,,проверить,noun,,B1,
checkpoint,,контрольно-пропускной пункт,noun,,B2,
cheeky,/ˈtʃiːki/,нахальный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cheeky-au.mp3
cheerfully,/ˈtʃɪəfəli/,весело,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cheerfully-us.mp3
cheerfulness,/ˈt͡ʃɪəfəlnəs/,жизнерадостность,noun,,B2,
chemist,/ˈkɛmɪst/,химик,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/chemist-uk.mp3
chemotherapy,,химиотерапия,noun,,B2,
cheque,/tʃɛk/,проверять,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/cheque-au.mp3
cherish,/ˈtʃɛɹɪʃ/,ценить,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/cherish-au.mp3
cherished,/ˈtʃɛɹɪʃt/,заветный,adjective,,B2,
cherry,/ˈt͡ʃɛɹi/,вишня,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cherry-au.mp3
chess,/t͡ʃɛs/,шахматы,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/chess-us.mp3
chest of drawers,,комод,noun,,B1,
chew,/tʃuː/,жевать,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/chew-us.mp3
chewing gum,,жевательная резинка,noun,,B1,
childish,/ˈtʃaɪldɪʃ/,детский,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/childish-us.mp3
chili/chilli,/ˈt͡ʃɪli/,перец чили,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/chili-uk.mp3
chimney,/tʃɪmni/,камин,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/chimney-us.mp3
chimpanzee,/tʃɪmˈpæn.zi/,шимпанзе,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/chimpanzee-us.mp3
chin,/tʃɪn/,подбородок,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/chin-us.mp3
chirp,/tʃɜː(ɹ)p/,чирикать,noun,,A2,
choke,/t͡ʃəʊk/,душить,verb,,B1,
Christian,,христианин,adjective,,B1,
chronological,/ˌkɹɒnəˈlɒd͡ʒɪkəl/,хронологический,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/chronological-uk.mp3
chuckle,/ˈt͡ʃʌkəl/,смеяться,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/chuckle-uk.mp3
circuitry,/ˈsɜːkɪtɹi/,схема,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/circuitry-uk.mp3
circular,/ˈsɜːk.jə.lə(ɹ)/,круговой,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/circular-us.mp3
circus,/ˈsɜːkəs/,цирк,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/circus-us.mp3
citywide,,В масштабах города,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/citywide-au.mp3
civilization/civilisation,[ˌsɪv.ə.lɑeˈzæɪ.ʃən],цивилизация,noun,,B1,
clam,/klæm/,моллюск,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/clam-us.mp3
clap,/klæp/,хлопать в ладоши,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/clap.mp3
classical music,,классическая музыка,noun,,A2,
classmate,/ˈklɑːs.meɪt/,одноклассник,noun,,A1,
cleaner,/ˈkliː.nə/,чище,noun,,A2,
clear,/klɪə(ɹ)/,прозрачный,adjective,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/clear-us.mp3
clearly,/ˈkliːɹli/,четко,adverb,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/clearly-us.mp3
clearness,,ясность,noun,,B2,
clerical,/ˈklɛɹɪkəl/,клерикальный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/clerical-us.mp3
climate change,,изменение климата,noun,,B2,
climber,/ˈklaɪm.ə(ɹ)/,альпинист,noun,,B1,
climbing,/ˈklaɪ̯mɪŋ/,восхождение,noun,,A2,
clog,/klɒɡ/,засорять,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/clog-uk.mp3
clone,/kləʊn/,клонировать,verb,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/clone-us.mp3
close,/kləʊz/,закрывать,adjective,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/close-1-us.mp3
close,/kləʊz/,закрывать,verb,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/close-1-us.mp3
cloudy,/ˈklaʊːdɪ/,пасмурно,adjective,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/cloudy-us.mp3
clown,/klaʊn/,клоун,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/clown-uk.mp3
clumsy,/ˈklʌmzi/,неуклюжий,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/clumsy-us.mp3
coaching,,коучинг,noun,,B2,
coarse,/kɔːs/,грубый,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/coarse-us.mp3
coast,/kəʊst/,побережье,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/coast-us.mp3
coastline,,береговая линия,noun,,B2,
cocoa,/ˈkəʊ.kəʊ/,какао,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cocoa-1-us.mp3
coconut,/ˈkəʊ.kə.nʌt/,кокос,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/coconut-au.mp3
cod,/kɒd/,треска,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/cod-us.mp3
coffin,/ˈkɑfɪn/,гроб,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/coffin-us.mp3
coherence,,согласованность,noun,,B2,
coherent,/koːˈhiɹənt/,последовательный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/coherent-au.mp3
coke,/kəʊk/,кокс,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/coke-au.mp3
cola,/ˈkəʊ.lə/,кола,noun,,A2,
collar,/ˈkɒl.ə/,воротник,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/collar-us.mp3
collocation,/ˌkɒ.lə.ˈkeɪ.ʃən/,словосочетание,noun,,B2,
colon,/ˈkəʊ.lɒn/,толстая кишка,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/colon-1-us.mp3
color/colour,/ˈkʌl.ə(ɹ)/,цвет,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/color-us.mp3
color/colour,/ˈkʌl.ə(ɹ)/,цвет,verb,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/color-us.mp3
colorful/colourful,/ˈkʌləfəl/,красочный,adjective,,A2,
coma,/ˈkəʊmə/,кома,noun,,B2,
comb,/kəʊm/,гребень,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/comb-1-us.mp3
comb,/kəʊm/,гребень,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/comb-1-us.mp3
comedian,/kəˈmiːdi.ən/,комик,noun,,B1,
comet,/ˈkɒmət/,комета,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/comet-us.mp3
comfortably,/ˈkʌmf(ə)təbli/,комфортно,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/comfortably-us.mp3
comma,/ˈkɒm.ə/,запятая,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/comma-us.mp3
commemorate,/kəˈmɛməˌɹeɪt/,почтить память,verb,,B2,
common sense,,здравый смысл,noun,,B1,
commonwealth,/ˈkɔmənˌwɛlθ/,Содружество,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/commonwealth-us.mp3
communicative,,коммуникативный,adjective,,B2,
commute,/kəˈmjuːt/,добираться,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/commute-uk.mp3
comparative,/kəmˈpæɹ.ə.tɪv/,сравнительный,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/comparative-us.mp3
compassionate,/kəmˈpæʃənət/,сострадательный,adjective,,B2,
compatible,/kəmˈpætəbəl/,совместимый,adjective,,B2,
complement,/ˈkɒmpləmənt/,дополнять,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/complement-uk.mp3
complexion,/kəmˈplɛkʃən/,цвет лица,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/complexion-us.mp3
complicate,/ˈkɒmplɪkeɪt/,усложнять,verb,,B1,
compliment,/ˈkɒmplɪmənt/,комплимент,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/compliment-us.mp3
comprehension,/kɒmpɹɪˈhɛnʃn̩/,понимание,noun,,B2,
compress,/kəmˈpɹɛs/,компресс,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/compress-1.mp3
compression,/kɒm.pɹɛʃ.ən/,сжатие,noun,,B2,
conceit,/kənˈsiːt/,тщеславие,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/conceit-uk.mp3
conceivable,/kənˈsiːvəbl̩/,мыслимый,adjective,,B2,
concerned,/kənˈsɜːnd/,обеспокоенный,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/concerned-us.mp3
concerning,/kənˈsɜːnɪŋ/,касательно,preposition,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/concerning-us.mp3
conductor,/kənˈdʌktɚ/,дирижер,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/conductor-us.mp3
cone,/kəʊn/,конус,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cone-us.mp3
conferencing,,конференц-связь,noun,,B2,
confidently,/ˈkɒnfɪdəntli/,уверенно,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/confidently-us.mp3
conjunction,/kənˈdʒʌŋkʃən/,соединение,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/conjunction-us.mp3
connection/connexion,/kəˈnɛkʃən/,связь,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/connection-us.mp3
conquest,/ˈkɒŋkwəst/,завоевание,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/conquest-us.mp3
considering,/kənˈsɪdəɹɪŋ/,учитывая,conjunction,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/considering-us.mp3
considering,/kənˈsɪdəɹɪŋ/,учитывая,preposition,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/considering-us.mp3
consolation,/ˌkɒn.səˈleɪ.ʃən/,утешение,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/consolation-us.mp3
console,/ˈkɒn.səʊl/,консоль,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/console-1-us.mp3
consonant,/ˈkɒn.sə.nənt/,согласный,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/consonant-us.mp3
contaminate,/kənˈtæmɪneɪt/,загрязнять,verb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/contaminate-us.mp3
content,/kənˈtɛnt/,содержание,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/content-1-uk.mp3
content,/kənˈtɛnt/,содержание,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/content-1-uk.mp3
continual,/kənˈtɪnjuəl/,постоянный,adjective,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/continual-us.mp3
continuously,/kənˈtɪnjuəsli/,непрерывно,adverb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/continuously-us.mp3
contradict,/kɒntɹəˈdɪkt/,противоречить,verb,,B2,
contradictory,/ˌkɑntɹəˈdɪktəɹi/,противоречивый,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/contradictory-us.mp3
conveniently,,удобно,adverb,,B2,
converse,/kənˈvɜːs/,беседовать,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/converse-1-uk.mp3
conversely,/kənˈvɜːsli/,наоборот,adverb,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/conversely-au.mp3
cooler,/ˈkuːl.ə(ɹ)/,круче,noun,,A2,https://api.dictionaryapi.dev/media/pronunciations/en/cooler-us.mp3
cooperation,/kowɑpəˈɹejʃən/,сотрудничество,noun,,B2,
coral,/ˈkɒɹəl/,коралл,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/coral-uk.mp3
cornerstone,,краеугольный камень,noun,,B2,
cornet,/ˈkɔːnɪt/,корнет,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cornet-uk.mp3
corona,/kəˈɹoʊnə/,корона,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/corona-uk.mp3
corporal,/ˈkɔː.pɜ.ɹəl/,капрал,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/corporal-ca.mp3
correctness,,правильность,noun,,B2,
couch,/kaʊtʃ/,диван,noun,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/couch-au.mp3
cough,/kɑf/,кашель,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cough-us.mp3
cough,/kɑf/,кашель,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/cough-us.mp3
could,/kʊd/,мог,modal auxiliary,,A1,https://api.dictionaryapi.dev/media/pronunciations/en/could.mp3
counseling/counselling,,консультирование,noun,,B1,
counter,/ˈkaʊntə/,прилавок,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/counter-uk.mp3
counter,/ˈkaʊntə/,прилавок,verb,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/counter-uk.mp3
countryman,/ˈkʌntɹimən/,земляк,noun,,B2,
countrywide,/ˌkʌn.tɹiˈwaɪd/,по всей стране,adjective,,B2,
courageous,/kəˈɹeɪdʒəs/,смелый,adjective,,B1,
courgette,/kɔːˈʒɛt/,кабачок,noun,,B1,https://api.dictionaryapi.dev/media/pronunciations/en/courgette-uk.mp3
coward,/ˈkaʊəd/,трус,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/coward-uk.mp3
cowardly,/ˈkaʊədli/,трусливый,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cowardly-uk.mp3
coziness/cosiness,,уют,noun,,B2,
cozy/cosy,,уютный,adjective,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/cozy-us.mp3
crab,/kɹæb/,краб,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/crab-us.mp3
craftsman,,ремесленник,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/craftsman-us.mp3
crater,/ˈkɹeɪ.tə(ɹ)/,кратер,noun,,B2,
crease,/kɹiːs/,складка,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/crease-au.mp3
creatively,/kɹiˈeɪtɪvli/,творчески,adverb,,B2,
credit card,,кредитная карта,noun,,A1,
creek,/kɹiːk/,ручей,noun,,B2,https://api.dictionaryapi.dev/media/pronunciations/en/creek-au.mp3
creepy,/ˈkɹiːpi/,противный,adjective,,B2,
